   7.1107534e+00   7.4247970e-02   1.8031316e+00   2.1001495e+01   1.1299697e+00
   6.7370768e+00   6.3018390e-02   1.6518457e+00   2.1907498e+01   1.1883021e+00
   6.9431328e+00   5.8184220e-02   1.8100927e+00   2.1109015e+01   1.1980423e+00
   6.3512538e+00   2.1002660e-02   1.7622129e+00   2.0557741e+01   1.2550465e+00
   6.5160023e+00   5.4468490e-02   1.7408147e+00   2.0967101e+01   1.2648215e+00
   7.2902973e+00   7.6911520e-02   1.9099622e+00   2.0592097e+01   1.1701054e+00
   7.5089797e+00   2.5069520e-02   1.8915656e+00   2.0388053e+01   1.1624975e+00
   6.5373448e+00   2.8589570e-02   1.7327039e+00   2.1002580e+01   1.2372085e+00
   7.1554312e+00   8.5239510e-02   1.8482532e+00   2.0769742e+01   1.2506491e+00
   7.6012855e+00   9.7500650e-02   1.8145456e+00   1.9279818e+01   1.1072490e+00
   6.6395571e+00   8.8485330e-02   1.7268458e+00   2.0048964e+01   1.1119269e+00
   6.6058970e+00   3.5950780e-02   1.6598836e+00   2.2862604e+01   1.1894494e+00
   6.4974025e+00   5.9885890e-02   1.7325505e+00   1.9011487e+01   1.1183367e+00
   6.6543546e+00   3.5479560e-02   1.7845125e+00   1.9067995e+01   1.3107941e+00
   7.7243733e+00   3.4019020e-02   1.8572184e+00   2.0089190e+01   1.2810278e+00
   7.4890019e+00   1.7808100e-02   1.7115327e+00   2.1345846e+01   1.2048386e+00
   6.5870222e+00   2.3769420e-02   1.8507965e+00   2.3061750e+01   1.1323853e+00
   7.4954051e+00   4.4862300e-03   1.6920445e+00   2.3069097e+01   1.1123805e+00
   6.7310203e+00   5.0543140e-02   1.8567449e+00   2.3071093e+01   1.3149769e+00
   6.9532652e+00   3.7625250e-02   1.9001841e+00   1.9362203e+01   1.2496904e+00
   7.6699593e+00   5.9280540e-02   1.9006554e+00   2.1690822e+01   1.2863941e+00
   7.4974137e+00   6.2994190e-02   1.8397181e+00   2.1100745e+01   1.1729214e+00
   6.8184887e+00   1.4260030e-02   1.7312401e+00   1.9627230e+01   1.1402002e+00
   6.5919138e+00   9.3384130e-02   1.8711846e+00   2.2860433e+01   1.1518651e+00
   6.8702607e+00   9.4637990e-02   1.9294626e+00   1.9915812e+01   1.2856549e+00
   6.3526209e+00   6.0229670e-02   1.8451165e+00   2.3095516e+01   1.1935162e+00
   6.7004994e+00   3.8776630e-02   1.9736668e+00   2.1347314e+01   1.2391865e+00
   7.4664142e+00   3.6318800e-02   1.9715400e+00   1.9669772e+01   1.2733749e+00
   6.3661088e+00   2.0434530e-02   1.6800099e+00   2.0524751e+01   1.1407153e+00
   7.1889167e+00   2.7676510e-02   1.6283441e+00   1.9696629e+01   1.0990976e+00
   7.1959115e+00   2.4653590e-02   1.6778680e+00   2.0625237e+01   1.2558626e+00
   6.4928495e+00   1.7360800e-02   1.9524589e+00   2.1397656e+01   1.3107354e+00
   6.8831070e+00   9.6660970e-02   1.9632779e+00   2.1909662e+01   1.3089131e+00
   6.3960286e+00   9.5701260e-02   1.6959522e+00   2.0944944e+01   1.1977198e+00
   7.6000019e+00   5.9797370e-02   1.7497891e+00   2.0200277e+01   1.2317261e+00
   7.7276120e+00   7.3130080e-02   1.8177751e+00   2.1325254e+01   1.2559188e+00
   6.4291135e+00   3.4038520e-02   1.7178591e+00   2.0755173e+01   1.2965783e+00
   7.6001914e+00   9.2055600e-03   1.7858166e+00   2.0410648e+01   1.1189393e+00
   7.1579806e+00   4.6349800e-02   1.8706182e+00   2.0249594e+01   1.1774115e+00
