   1.9129320e+14   5.6143270e+19   1.2982250e+17   4.7582390e+13
   1.8108560e+14   6.1239620e+19   1.2898250e+17   4.7193820e+13
   1.8213470e+14   6.0567420e+19   1.1741770e+17   4.8843700e+13
   1.8752940e+14   6.1540120e+19   1.2502210e+17   5.0867150e+13
   1.8680120e+14   5.6400160e+19   1.0907260e+17   5.2483440e+13
   2.1051880e+14   6.2713220e+19   1.2023190e+17   4.6540270e+13
   1.8798400e+14   6.7709850e+19   1.1091800e+17   4.5610590e+13
   2.0191350e+14   5.8110150e+19   1.2581790e+17   5.0204290e+13
   2.0147860e+14   5.8150720e+19   1.1868120e+17   5.1603240e+13
   1.8422340e+14   6.7390410e+19   1.1604080e+17   4.3611120e+13
   1.8562250e+14   6.4253810e+19   1.2624610e+17   4.5775250e+13
   1.8582260e+14   6.2847230e+19   1.1450540e+17   4.7169110e+13
   1.7792140e+14   6.0229720e+19   1.1984210e+17   4.5551920e+13
   2.0960310e+14   6.3412060e+19   1.0833770e+17   4.7764640e+13
   2.0717150e+14   6.1729970e+19   1.0830670e+17   5.1405330e+13
   1.9379640e+14   5.6638050e+19   1.2182650e+17   4.9294140e+13
   1.8436050e+14   5.9197140e+19   1.1666550e+17   4.4361650e+13
   2.0636810e+14   6.5749300e+19   1.1719660e+17   4.7342050e+13
   1.9818610e+14   5.7695130e+19   1.1695690e+17   5.2121480e+13
   1.8732860e+14   6.6691400e+19   1.1560910e+17   4.5878620e+13
   1.9177520e+14   6.2789800e+19   1.1228840e+17   4.4724750e+13
   1.9242320e+14   5.5734040e+19   1.3171820e+17   4.5691120e+13
   2.0789240e+14   6.0096070e+19   1.2681270e+17   5.2102760e+13
   1.9423360e+14   5.6049880e+19   1.3155060e+17   4.6620210e+13
   1.9794730e+14   5.7100640e+19   1.2081210e+17   4.4936350e+13
   1.7435150e+14   5.7742170e+19   1.1391240e+17   4.6267000e+13
   1.8487630e+14   5.7584100e+19   1.1984270e+17   4.8849650e+13
   1.7451020e+14   6.6434720e+19   1.2234540e+17   4.7565400e+13
   1.7923740e+14   6.6709450e+19   1.2021160e+17   4.9288680e+13
   2.0781320e+14   5.8434850e+19   1.1850940e+17   4.8641510e+13
   2.0827600e+14   6.0555590e+19   1.1421040e+17   5.0163810e+13
   1.9969980e+14   6.1344120e+19   1.0956060e+17   5.1248050e+13
   2.0041190e+14   6.5775090e+19   1.2364660e+17   5.1724520e+13
   1.9003490e+14   5.9133370e+19   1.1422590e+17   4.5947770e+13
   2.0801990e+14   5.7675040e+19   1.1278390e+17   5.1611090e+13
   1.8791590e+14   6.1183490e+19   1.2045720e+17   4.5980320e+13
   1.9851680e+14   6.6665980e+19   1.1733260e+17   4.5970480e+13
   1.9724180e+14   6.2871520e+19   1.3022270e+17   5.2191580e+13
   1.9528270e+14   6.0621650e+19   1.0943550e+17   4.7861180e+13
   1.8085410e+14   6.0535730e+19   1.1725610e+17   4.9216960e+13
   1.9848430e+14   5.9336690e+19   1.2014520e+17   4.6503920e+13
   2.0597960e+14   5.9452620e+19   1.2210730e+17   5.1616300e+13
   2.0286430e+14   6.0652160e+19   1.2759340e+17   5.2849370e+13
   1.8889570e+14   6.3404980e+19   1.2963580e+17   5.1019130e+13
   2.0750470e+14   6.5343630e+19   1.1953040e+17   4.6729400e+13
   2.0229420e+14   5.5986990e+19   1.1055250e+17   4.5257610e+13
   2.0014620e+14   6.4594240e+19   1.2566780e+17   5.1147950e+13
   1.7713190e+14   6.5063520e+19   1.1993660e+17   4.5506550e+13
   2.0744460e+14   5.8546200e+19   1.2506690e+17   5.0444130e+13
   1.8719930e+14   6.7685850e+19   1.1677070e+17   5.1008700e+13
   1.8364580e+14   6.3859570e+19   1.1283810e+17   4.3906550e+13
   1.9597080e+14   6.6546720e+19   1.1629390e+17   4.5684450e+13
   1.9026850e+14   5.8529300e+19   1.2131810e+17   4.6212100e+13
   1.8212950e+14   5.6167930e+19   1.3123230e+17   4.4890100e+13
   2.0448350e+14   6.4288230e+19   1.3019980e+17   4.8841320e+13
   1.7919110e+14   6.7342640e+19   1.2516880e+17   4.6839160e+13
   1.8104850e+14   5.5811790e+19   1.2899240e+17   4.6480510e+13
   1.9762330e+14   6.6798180e+19   1.1366550e+17   5.1744960e+13
   1.9070020e+14   6.4516900e+19   1.2745250e+17   4.6332240e+13
   1.7516300e+14   6.7319700e+19   1.2594870e+17   4.8254580e+13
   1.7767220e+14   5.8900490e+19   1.1286010e+17   4.4008280e+13
   1.7665140e+14   5.7635120e+19   1.1172220e+17   4.3867330e+13
   1.9064920e+14   5.9510900e+19   1.1700950e+17   4.9101520e+13
   1.9304330e+14   5.8951120e+19   1.1660410e+17   4.5436670e+13
   2.0904410e+14   6.1584030e+19   1.1084440e+17   4.6577080e+13
   1.9470920e+14   5.7143030e+19   1.1226750e+17   4.5368190e+13
   1.9252120e+14   6.4639190e+19   1.2399620e+17   4.6370180e+13
   2.0767270e+14   5.7261590e+19   1.3093440e+17   5.2526390e+13
   2.0755750e+14   6.2571830e+19   1.1432150e+17   5.1503840e+13
   1.8200190e+14   6.2111390e+19   1.1081020e+17   5.0084320e+13
   1.9849480e+14   5.8411670e+19   1.2705310e+17   4.9055010e+13
   2.0928180e+14   6.1414870e+19   1.1993130e+17   5.1480950e+13
   1.8104260e+14   6.1264920e+19   1.2289300e+17   4.8372130e+13
   1.9977350e+14   6.5476420e+19   1.2977390e+17   5.1758930e+13
   2.0290420e+14   5.5759340e+19   1.1758370e+17   5.0324210e+13
   2.0822760e+14   6.4326160e+19   1.1078050e+17   4.5126890e+13
   2.0504760e+14   5.8627260e+19   1.1579300e+17   5.0477920e+13
   1.8849520e+14   6.3680900e+19   1.0866680e+17   4.9660180e+13
   1.7255830e+14   6.3383740e+19   1.2244100e+17   4.7675750e+13
   1.7368530e+14   5.6233230e+19   1.2223170e+17   4.6748660e+13
   1.7288260e+14   6.4401340e+19   1.2479040e+17   4.9857600e+13
   1.9490530e+14   5.9724660e+19   1.2429220e+17   4.5820440e+13
   1.8701860e+14   6.2312590e+19   1.1383520e+17   4.6730810e+13
   1.7674760e+14   6.4714910e+19   1.2225950e+17   4.7135690e+13
   2.0545860e+14   5.7732850e+19   1.1291880e+17   5.0165780e+13
   2.0381950e+14   5.8623690e+19   1.2391360e+17   4.8355630e+13
   2.0059590e+14   5.7182080e+19   1.2376990e+17   5.2301610e+13
   2.0453520e+14   5.7390550e+19   1.1301120e+17   5.2270070e+13
   1.8772860e+14   6.7117630e+19   1.0874430e+17   4.6760900e+13
   2.0102210e+14   6.7517730e+19   1.2691580e+17   4.9030170e+13
   1.9378380e+14   5.7289150e+19   1.0849670e+17   5.2520910e+13
   1.9583700e+14   5.7946970e+19   1.2353970e+17   4.9043890e+13
   1.8376730e+14   5.6768910e+19   1.2633190e+17   5.1243200e+13
   1.9542110e+14   5.6539570e+19   1.2362290e+17   4.4699880e+13
   1.8865340e+14   6.5011760e+19   1.2865540e+17   4.8466410e+13
   1.9297620e+14   5.8125800e+19   1.2336750e+17   5.0252430e+13
   1.9099180e+14   6.1233260e+19   1.1547300e+17   5.0151460e+13
   1.9149580e+14   5.6566680e+19   1.1812390e+17   4.5191510e+13
   2.0748870e+14   5.9620740e+19   1.1221830e+17   4.4020830e+13
   1.8241820e+14   6.7725940e+19   1.2759920e+17   5.1970000e+13
